pin_url,pin_id,title,description,image_url,search_term,scraped_date
https://www.pinterest.com/pin/108930884729770108/,108930884729770108,"Yoga Practice on Instagram: ""Reel by @_theyogagirl ⠀ ✨10 Standing Poses for Beginners ✨ ⠀ 🔱 Do proper Warm Up before doing these poses 🔱While holding , do nor…","Yoga Practice on Instagram: ""Reel by @_theyogagirl ⠀ ✨10 Standing Poses for Beginners ✨ ⠀ 🔱 Do proper Warm Up before doing these poses 🔱While holding , do nor…",https://i.pinimg.com/236x/52/63/02/52630253bb417089de2ff7784955dc63.jpg,Vrikshasana,2025-09-05 21:10:04
https://www.pinterest.com/pin/422281210623241/,422281210623241,"Ardha Chandrasana, Postura de la mitja Lluna. | Yoga art, Ethereal art, Book illustration art","Ardha Chandrasana, Postura de la mitja Lluna. | Yoga art, Ethereal art, Book illustration art",https://i.pinimg.com/236x/88/64/9f/88649fa6ffef9df4bdee0e046099ea63.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/213146994860253616/,213146994860253616,"Woman doing Palm Tree Pose, Upward Hand Stretch Pose, Upward Salute, Raised Hands Pose, Tadasana Urdhva Baddhanguliya… | Poses, Tadasana pose drawing, Pilates poses","Woman doing Palm Tree Pose, Upward Hand Stretch Pose, Upward Salute, Raised Hands Pose, Tadasana Urdhva Baddhanguliya… | Poses, Tadasana pose drawing, Pilates poses",https://i.pinimg.com/236x/c5/03/ba/c503bad4ef2d4169c9740349b5e387cb.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/798966790132389918/,798966790132389918,"7 Best Yoga Poses To Relieve Allergic Rhinitis | Yoga poses, Yoga asanas, Cool yoga poses","7 Best Yoga Poses To Relieve Allergic Rhinitis | Yoga poses, Yoga asanas, Cool yoga poses",https://i.pinimg.com/236x/dc/f7/9e/dcf79e33522ee8019aff0ba4e03e1111.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/4292562131126626/,4292562131126626,"Yoga pose of the week: Tree pose. | Yoga coloring book, Yoga for kids, Yoga drawing","Yoga pose of the week: Tree pose. | Yoga coloring book, Yoga for kids, Yoga drawing",https://i.pinimg.com/236x/53/a7/64/53a7644cf3a1d7fd75058d9e4cfee17a.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/24769866694570943/,24769866694570943,"Nicht mehr wackeln im Yoga Baum – Tipps | Yoga baum, Yoga, Yoga lernen","Nicht mehr wackeln im Yoga Baum – Tipps | Yoga baum, Yoga, Yoga lernen",https://i.pinimg.com/236x/c3/c2/da/c3c2da52ce5c167faabd61a69444ea72.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/16395986116602061/,16395986116602061,"classic vashistasana | Yoga balance poses, Yoga pictures, Yoga lifestyle","classic vashistasana | Yoga balance poses, Yoga pictures, Yoga lifestyle",https://i.pinimg.com/236x/22/2d/75/222d75ce38fd6960f34d840e5b45038e.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/10625749114541077/,10625749114541077,"A Grounding Mudra You Can Practice Anytime, Anywhere | Mudras, Tree pose, Health and wellbeing","A Grounding Mudra You Can Practice Anytime, Anywhere | Mudras, Tree pose, Health and wellbeing",https://i.pinimg.com/236x/81/11/a8/8111a8c206766a315687eab9f9cbcca0.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/569564684123382489/,569564684123382489,Pin on Yoga,Pin on Yoga,https://i.pinimg.com/236x/ff/11/ae/ff11ae6a030813a3862d711994f1fbde.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/440297301074227534/,440297301074227534,"Jana Motta on Instagram: ""Vocês acreditam que eu nunca tinha feito Yoga? Minha primeira aula foi (na quarentena) na live que a minha querida amiga @fechiquetti …","Jana Motta on Instagram: ""Vocês acreditam que eu nunca tinha feito Yoga? Minha primeira aula foi (na quarentena) na live que a minha querida amiga @fechiquetti …",https://i.pinimg.com/236x/fe/6c/c9/fe6cc9b90517034ee93507b309a46170.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/23081016835045842/,23081016835045842,Pin on Yoga,Pin on Yoga,https://i.pinimg.com/236x/e1/00/58/e1005890d8aad9c14ac99b2554136fc0.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/4597753116146030592/,4597753116146030592,"Understanding Yoga's Hindu Heritage - Educational Sanskrit Pose Guide - Etsy UK in 2025 | Yoga education, Yoga thoughts, Teaching yoga","Understanding Yoga's Hindu Heritage - Educational Sanskrit Pose Guide - Etsy UK in 2025 | Yoga education, Yoga thoughts, Teaching yoga",https://i.pinimg.com/236x/c6/9c/44/c69c4472430eea930b32461ca5a90110.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/1099511696539018205/,1099511696539018205,"Yoga at Lovatnet Lake, Norway in 2025 | Yoga travel, Norway fjords, Yoga photography","Yoga at Lovatnet Lake, Norway in 2025 | Yoga travel, Norway fjords, Yoga photography",https://i.pinimg.com/236x/b5/5d/35/b55d35fc8c3c79cc55a3ede343d20ae4.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/1038220520331189598/,1038220520331189598,"Rubika Rana on Instagram: ""SAVE SHARE & Join Yoga classes 1. Tadasana (Mountain Pose): Benefits: Tadasana improves posture, strengthens leg muscles, and promote… | Body awareness, Improve posture, Yoga class","Rubika Rana on Instagram: ""SAVE SHARE & Join Yoga classes 1. Tadasana (Mountain Pose): Benefits: Tadasana improves posture, strengthens leg muscles, and promote… | Body awareness, Improve posture, Yoga class",https://i.pinimg.com/236x/0a/25/05/0a2505335ed2fc5edd5bb8677088c62e.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/428897564538798475/,428897564538798475,"Pin by Nichole Sauter on Yoga | Asanas & Pranayama in 2025 | Yoga health, Hip socket, Yoga asanas","Pin by Nichole Sauter on Yoga | Asanas & Pranayama in 2025 | Yoga health, Hip socket, Yoga asanas",https://i.pinimg.com/236x/e6/38/06/e63806745f85124b29a06cc8498c1e8d.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/725290714989128184/,725290714989128184,"Vrikshasana Tree Roots Leaves SVG / Tree Pose SVG / Yoga SVG / Yoga Silhouette / Namaste / Yoga Cricut / Cut File for Cricut and Silhouette - Etsy | Tree roots, Tree pose, Yoga tree","Vrikshasana Tree Roots Leaves SVG / Tree Pose SVG / Yoga SVG / Yoga Silhouette / Namaste / Yoga Cricut / Cut File for Cricut and Silhouette - Etsy | Tree roots, Tree pose, Yoga tree",https://i.pinimg.com/236x/15/7d/7b/157d7bed056c44f904665dd4402b1314.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/440578776023052346/,440578776023052346,"Movement | Yoga inspiration, Yoga asanas, Ashtanga yoga","Movement | Yoga inspiration, Yoga asanas, Ashtanga yoga",https://i.pinimg.com/236x/b7/42/62/b74262df2f2dcd4ce430c58b686f7401.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/459367230755965732/,459367230755965732,"Vrikshasana - The Tree Pose | Pranayama, Glowing skin, Cool yoga poses","Vrikshasana - The Tree Pose | Pranayama, Glowing skin, Cool yoga poses",https://i.pinimg.com/236x/7a/d7/28/7ad7287c91a18927fbbb0f9b90360517.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/627267054331593426/,627267054331593426,Pin on fit,Pin on fit,https://i.pinimg.com/236x/3b/d5/bf/3bd5bf5d2110494020b536f986953c9d.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/1091278553440269716/,1091278553440269716,"Woman practices yoga at home. Beautiful Plus Size Curvy Girl in Vrikshasana Position. Vector illustration by lucia_fox Vectors & … | Curvy girl, Yoga at home, Curvy","Woman practices yoga at home. Beautiful Plus Size Curvy Girl in Vrikshasana Position. Vector illustration by lucia_fox Vectors & … | Curvy girl, Yoga at home, Curvy",https://i.pinimg.com/236x/5d/b7/7f/5db77fce333f568c929a84de907f0be6.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/137430226124189199/,137430226124189199,"Yoga Tree Pose on Pinterest | Yoga, Yoga Poses and Trees | Yoga tree, Yoga tree pose, Tree pose","Yoga Tree Pose on Pinterest | Yoga, Yoga Poses and Trees | Yoga tree, Yoga tree pose, Tree pose",https://i.pinimg.com/236x/f3/c3/47/f3c34744b20619d5c0e7a6b08c87bed6.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/518476975869886007/,518476975869886007,"Warrior I: Strength, Balance, and Inner Power nel 2025","Warrior I: Strength, Balance, and Inner Power nel 2025",https://i.pinimg.com/236x/46/fc/72/46fc7206b383be7cecd7e77830c2f9db.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/712694709756095400/,712694709756095400,"Yoga Episode-8 | Vriksasana-2 Poses | How To Do The Vrikshasana | Benefits | Easy yoga poses, Yoga poses, Poses","Yoga Episode-8 | Vriksasana-2 Poses | How To Do The Vrikshasana | Benefits | Easy yoga poses, Yoga poses, Poses",https://i.pinimg.com/236x/30/9b/e6/309be6c910940254ea4ffec06a10160a.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/431430839328451128/,431430839328451128,"Vasisthasana – Side Plank Pose

Vasisthasana strengthens the wrists, arms, shoulders and core. It improves balance, stability and concentration while incr… in 2025 | Sozial","Vasisthasana – Side Plank Pose

Vasisthasana strengthens the wrists, arms, shoulders and core. It improves balance, stability and concentration while incr… in 2025 | Sozial",https://i.pinimg.com/236x/7d/51/08/7d51082133aa3a213982a7f1c4fb1d8b.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/962855595342046761/,962855595342046761,"Handstand the Upside Down Tree in 2025 | Crossfit workouts, Fitness trends, Workout","Handstand the Upside Down Tree in 2025 | Crossfit workouts, Fitness trends, Workout",https://i.pinimg.com/236x/f8/53/9c/f8539c2554830c96aeae94f3a162ef28.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/610378555805835212/,610378555805835212,"You will never be ready! Just start! 

As your private yoga teacher, I’m here to support your practice offline/online and w… in 2025 | Private yoga, Pranayama, Yoga teacher","You will never be ready! Just start! 

As your private yoga teacher, I’m here to support your practice offline/online and w… in 2025 | Private yoga, Pranayama, Yoga teacher",https://i.pinimg.com/236x/61/66/3c/61663cb73275aecab2826b7d1c31c8b4.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/634585403749904733/,634585403749904733,Yoga에 있는 핀,Yoga에 있는 핀,https://i.pinimg.com/236x/6f/b9/ae/6fb9ae8d349bef6bc77576f405695009.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/101542166598827011/,101542166598827011,"Tattwas and Antahkarana Instructions | Tantra art, Tantra, Spirit science","Tattwas and Antahkarana Instructions | Tantra art, Tantra, Spirit science",https://i.pinimg.com/236x/0d/05/37/0d0537fbf444f5b78ea13ff675cdb37c.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/30891947436496712/,30891947436496712,"Handstand (Adho Mukha Vrksasana) – Yoga Poses Guide by WorkoutLabs | Yoga poses advanced, Inversions yoga poses, Intermediate yoga poses","Handstand (Adho Mukha Vrksasana) – Yoga Poses Guide by WorkoutLabs | Yoga poses advanced, Inversions yoga poses, Intermediate yoga poses",https://i.pinimg.com/236x/d8/e6/f1/d8e6f1c2b9289ad22a2b330b373ef09c.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/4151824647956284/,4151824647956284,"Pin by Marta Ashi Luq Kami on Mobility stretches | Yoga facts, Yoga information, Yoga asanas","Pin by Marta Ashi Luq Kami on Mobility stretches | Yoga facts, Yoga information, Yoga asanas",https://i.pinimg.com/236x/f3/c7/b8/f3c7b822351207959a1ecfb846a9c7a0.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/875668721306242273/,875668721306242273,"Discover the benefits of Tree Pose (Vrikshasana) and Upward-Facing Dog Pose (Urdhva Mukha Svanasana) in one simple yoga routine. Tree Pose improves balance, focus, and posture, while Upward-Facing Dog strengthens the spine, opens the chest, and boosts flexibility. Perfect for beginners and yoga enthusiasts, this 2-pose sequence can be practiced at home to increase energy, reduce stress, and improve overall body strength. Save this yoga guide to your Pinterest fitness board and start your daily w","Discover the benefits of Tree Pose (Vrikshasana) and Upward-Facing Dog Pose (Urdhva Mukha Svanasana) in one simple yoga routine. Tree Pose improves balance, focus, and posture, while Upward-Facing Dog strengthens the spine, opens the chest, and boosts flexibility. Perfect for beginners and yoga enthusiasts, this 2-pose sequence can be practiced at home to increase energy, reduce stress, and improve overall body strength. Save this yoga guide to your Pinterest fitness board and start your daily w",https://i.pinimg.com/236x/0d/d0/f4/0dd0f44884f092102f497e77fd4d0c2d.jpg,Vrikshasana,2025-09-05 21:10:05
https://www.pinterest.com/pin/29977153763523252/,29977153763523252,vishwamitrasana,vishwamitrasana,https://i.pinimg.com/236x/46/a2/6f/46a26f1427f7203e6d6a096d3f20cbfc.jpg,Vrikshasana,2025-09-05 21:10:06
https://www.pinterest.com/pin/615445105309663793/,615445105309663793,"Khushboo Chaurasiya on Instagram: ""@yoga class _ Vrikshasana.. 🧘‍♀️🧘‍♀️💞💞... #active #running #fitnessfreak #gymfreak #yoga #gymflow #yogurt #fitnessfood #h… | Yoga for kids, Yoga institute, Yoga","Khushboo Chaurasiya on Instagram: ""@yoga class _ Vrikshasana.. 🧘‍♀️🧘‍♀️💞💞... #active #running #fitnessfreak #gymfreak #yoga #gymflow #yogurt #fitnessfood #h… | Yoga for kids, Yoga institute, Yoga",https://i.pinimg.com/236x/ab/c8/26/abc8264fc8c16741c3ead1c2789a1f8d.jpg,Vrikshasana,2025-09-05 21:10:06
https://www.pinterest.com/pin/875668721306227276/,875668721306227276,"To Pose & Upward-Facing Dog Yoga – Balance & Flexibility Boost in 2025 | Morning yoga, Yoga poses, Yoga for flexibility","To Pose & Upward-Facing Dog Yoga – Balance & Flexibility Boost in 2025 | Morning yoga, Yoga poses, Yoga for flexibility",https://i.pinimg.com/236x/b5/9b/6f/b59b6fb4a3cb06c219fc27a0bfb8ce90.jpg,Vrikshasana,2025-09-05 21:10:06
